district,year,rain,spi
Adilabad,1946,930.4159849,-0.424684603346686
Adilabad,1947,1109.7150107,0.434084802511731
Adilabad,1948,1037.01999321,0.0745829452385579
Adilabad,1949,1338.61301899,1.670388890162
Adilabad,1950,756.3870002,-1.17061960876163
Adilabad,1951,998.445016,-0.109875425141602
Adilabad,1952,776.83301698,-1.08731647551985
Adilabad,1953,1197.9039899,0.891411968389709
Adilabad,1954,1033.72198,0.0586425849847382
Adilabad,1955,1250.75501,1.17681639420454
Adilabad,1956,1128.888021,0.531519225447292
Adilabad,1957,946.6910138,-0.350579631063426
Adilabad,1958,964.4230201,-0.268977825443512
Adilabad,1959,1560.33899988,3.02497961118251
Adilabad,1960,804.1219989,-0.974357718909487
Adilabad,1961,1149.55200869,0.637765157931634
Adilabad,1962,997.1420011,-0.116030572619216
Adilabad,1963,1195.091998,0.876466269589093
Adilabad,1964,1001.28298101,-0.0964524699495036
Adilabad,1965,990.45599029,-0.147536349687673
Adilabad,1966,1054.1300179,0.157793508201919
Adilabad,1967,860.8769904,-0.732859191483064
Adilabad,1968,842.2409921,-0.813142101955473
Adilabad,1969,982.815,-0.183383713976073
Adilabad,1970,1032.95501931,0.05494018267234
Adilabad,1971,854.7890208,-0.759192269717183
Adilabad,1972,626.5760030001,-1.67341157664595
Adilabad,1973,1166.16200895,0.72409987831857
Adilabad,1974,715.5029991,-1.33380680881876
Adilabad,1975,1327.0919975,1.60429205271089
Adilabad,1976,946.856999,-0.349819953511689
Adilabad,1977,920.509021021,-0.469424276461611
Adilabad,1978,1195.1020142,0.876519462791519
Adilabad,1979,1012.18100391,-0.0446897206866043
Adilabad,1980,952.56801048,-0.323633874121706
Adilabad,1981,1185.044988201,0.823263256785252
Adilabad,1982,993.96000229,-0.131040922107859
Adilabad,1983,1452.1719589904,2.34438605707499
Adilabad,1984,688.8810012,-1.43766283986149
Adilabad,1985,933.8349938204,-0.409179569185812
Adilabad,1986,947.66900149,-0.346102461488147
Adilabad,1987,867.1560179,-0.70559126628526
Adilabad,1988,1149.9580204,0.639865578892883
Adilabad,1989,1050.39999869,0.139580114217416
Adilabad,1990,1114.85199003,0.460082345872898
Adilabad,1991,915.76199941,-0.490762894572257
Adilabad,1992,925.01799024,-0.449096466919193
Adilabad,1993,1078.8830101,0.279700022936001
Adilabad,1994,1205.0709893,0.929613536152593
Adilabad,1995,1255.561,1.20319556334832
Adilabad,1996,1081.1710018,0.291059663653352
Adilabad,1997,882.9220009,-0.63663767674803
Adilabad,1998,1151.7459884,0.649121189496183
Adilabad,1999,941.628008,-0.373714031296566
Adilabad,2000,1073.1509802,0.251309160291487
Adilabad,2001,986.51200919,-0.166060446583684
Adilabad,2002,866.468017,-0.708584424724674
Adilabad,2003,0,-3.52125225546477
Anantapur,1946,749.800996901,0.557352752945593
Anantapur,1947,657.071006,-0.0880434302488136
Anantapur,1948,630.0230001,-0.268671003474996
Anantapur,1949,669.007000871,-0.00724886111312776
Anantapur,1950,609.42799039,-0.403931236056957
Anantapur,1951,602.1460107,-0.451288963392062
Anantapur,1952,476.41999201,-1.23109849253609
Anantapur,1953,881.135998998,1.54255799101946
Anantapur,1954,545.58799799,-0.810872839205512
Anantapur,1955,798.252004998,0.910960510944018
Anantapur,1956,990.38801109,2.4277684945252
Anantapur,1957,633.5630079001,-0.245224085805201
Anantapur,1958,671.222988,0.00782461826345879
Anantapur,1959,663.1929852,-0.0466871875646303
Anantapur,1960,665.6199922,-0.0302432893938561
Anantapur,1961,600.51498188,-0.461862847537938
Anantapur,1962,705.7869998002,0.245929405886773
Anantapur,1963,731.47501398,0.426560341378571
Anantapur,1964,782.5000072,0.794748039918297
Anantapur,1965,398.79899803,-1.67771592274254
Anantapur,1966,918.87398099,1.84147825507587
Anantapur,1967,605.5449986,-0.429214253077649
Anantapur,1968,727.980007,0.401799335965487
Anantapur,1969,643.086999,-0.181854121065091
Anantapur,1970,742.52000301,0.505195263838344
Anantapur,1971,549.295015,-0.787748211141297
Anantapur,1972,611.193019,-0.392415824173527
Anantapur,1973,745.9500161,0.529734441910054
Anantapur,1974,771.590016903,0.714965839377546
Anantapur,1975,858.043002797,1.36316166762897
Anantapur,1976,400.9359951,-1.66576706632709
Anantapur,1977,835.2779831102,1.18890964137725
Anantapur,1978,685.743993,0.107170053262216
Anantapur,1979,739.5169791,0.483757278618891
Anantapur,1980,471.75899399,-1.25865529566878
Anantapur,1981,716.51999688,0.321018273965311
Anantapur,1982,534.434988,-0.880073640575297
Anantapur,1983,734.63302839,0.448984152093084
Anantapur,1984,439.030996,-1.44948018055485
Anantapur,1985,433.19500719,-1.48301927845738
Anantapur,1986,652.2170031,-0.120709502488042
Anantapur,1987,563.070006,-0.701275860647532
Anantapur,1988,761.743006,0.643452401372624
Anantapur,1989,653.7040074002,-0.110714071896363
Anantapur,1990,634.796999897,-0.237037196994315
Anantapur,1991,717.7620010002,0.329742826807409
Anantapur,1992,632.047995,-0.255265744403388
Anantapur,1993,658.76099019,-0.0766444777303497
Anantapur,1994,604.436006,-0.43642242987008
Anantapur,1995,844.7050015,1.26075596757433
Anantapur,1996,832.314020999,1.16641112861499
Anantapur,1997,764.1330144,0.660766601887221
Anantapur,1998,908.655019,1.75982605977368
Anantapur,1999,653.9550039,-0.109025891119438
Anantapur,2000,764.0849819,0.660418362817565
Anantapur,2001,581.29699423,-0.58553535520892
Anantapur,2002,541.37100301,-0.83710359037369
Anantapur,2003,1.171,-3.58039955599741
Chittoor,1946,1017.566008,0.859766783127201
Chittoor,1947,931.3240021,0.334097696701648
Chittoor,1948,756.15098909,-0.64895593136419
Chittoor,1949,936.071992,0.362310484696077
Chittoor,1950,631.940017,-1.27980828555888
Chittoor,1951,574.02999701,-1.55584620512314
Chittoor,1952,589.40800901,-1.48364480279348
Chittoor,1953,1092.7899779,1.34143539662577
Chittoor,1954,761.6639971,-0.619704848359877
Chittoor,1955,909.5369911,0.205714556219061
Chittoor,1956,1187.36801399,1.97832334105495
Chittoor,1957,789.960994,-0.467864142151076
Chittoor,1958,916.78299779,0.248216890566386
Chittoor,1959,740.942996001,-0.7290892877572
Chittoor,1960,935.1550079,0.356855164404289
Chittoor,1961,814.006994,-0.336582267974446
Chittoor,1962,984.1809871,0.652943392952929
Chittoor,1963,661.3069942,-1.1354777656774
Chittoor,1964,989.170999,0.68358803554374
Chittoor,1965,607.01701291,-1.39999409191606
Chittoor,1966,1244.559014,2.38067336271645
Chittoor,1967,663.982993,-1.12217904962972
Chittoor,1968,785.0819968,-0.494248493423548
Chittoor,1969,896.0560129,0.127157827588652
Chittoor,1970,867.88798982,-0.0348204936910511
Chittoor,1971,848.59200203,-0.144101825427221
Chittoor,1972,942.56899013,0.401052401242634
Chittoor,1973,914.3610109,0.233988751943725
Chittoor,1974,860.48700689,-0.0768962197525861
Chittoor,1975,1056.09400578,1.10374158657142
Chittoor,1976,923.687995002,0.288900460278343
Chittoor,1977,1001.192995599,0.757805129608834
Chittoor,1978,862.09500401,-0.0677715490344982
Chittoor,1979,1090.85399201,1.32876477445573
Chittoor,1980,651.337001899,-1.18480840824272
Chittoor,1981,1066.65500411,1.17161502675236
Chittoor,1982,724.4310072,-0.815170303215511
Chittoor,1983,961.186988,0.512948041570504
Chittoor,1984,782.00699901,-0.510833562119061
Chittoor,1985,959.0129931,0.499815076174382
Chittoor,1986,807.2679939999,-0.373584236345618
Chittoor,1987,670.34601102,-1.09045825315357
Chittoor,1988,1097.296026999,1.37098303163368
Chittoor,1989,911.67101203,0.218211678538346
Chittoor,1990,853.3100112,-0.117507312877682
Chittoor,1991,856.1429920098,-0.101499333883264
Chittoor,1992,665.16100619,-1.11631695548532
Chittoor,1993,944.6819977999,0.413686385879248
Chittoor,1994,852.1349987,-0.124138221645153
Chittoor,1995,1034.0129882,0.963219268873291
Chittoor,1996,1067.0349948998,1.17406518079115
Chittoor,1997,1012.7859906,0.829894034186708
Chittoor,1998,1011.0360040004,0.818979269797499
Chittoor,1999,849.289997,-0.140172475159736
Chittoor,2000,925.5969920004,0.300179379335721
Chittoor,2001,785.94700902,-0.489576940957249
Chittoor,2002,772.6819858,-0.560921890724878
Chittoor,2003,9.3290005,-3.6969592563866
Cuddapah,1946,736.0779999,0.365699134889586
Cuddapah,1947,672.07700711,-0.0975243704156699
Cuddapah,1948,565.38499601,-0.825487347598067
Cuddapah,1949,829.6119945,1.07950318218328
Cuddapah,1950,598.38301491,-0.606159090709959
Cuddapah,1951,472.53099701,-1.41534094780061
Cuddapah,1952,448.586997028,-1.56102360355437
Cuddapah,1953,656.90800482,-0.204366645310947
Cuddapah,1954,587.55599103,-0.678691997100282
Cuddapah,1955,642.89401139,-0.302080126751445
Cuddapah,1956,1009.935998,2.58331103713336
Cuddapah,1957,634.5090038,-0.360090758945379
Cuddapah,1958,762.14200311,0.560170044617101
Cuddapah,1959,673.1290141,-0.090073006373556
Cuddapah,1960,838.7530022,1.15164885866335
Cuddapah,1961,704.45497808,0.134293802160122
Cuddapah,1962,829.2949919,1.07700892333325
Cuddapah,1963,671.1979978,-0.103746248403345
Cuddapah,1964,745.7049841,0.437133018450503
Cuddapah,1965,505.65699609,-1.20948316248955
Cuddapah,1966,827.086002,1.05964231864953
Cuddapah,1967,641.8210029,-0.309522552005172
Cuddapah,1968,658.8789838,-0.190547438016965
Cuddapah,1969,662.59298999,-0.164455940829561
Cuddapah,1970,744.275995,0.426500427143315
Cuddapah,1971,629.33801602,-0.395696528344444
Cuddapah,1972,686.6,0.00582037306477604
Cuddapah,1973,623.32201299,-0.436958837385618
Cuddapah,1974,689.7969981,0.0287088007749606
Cuddapah,1975,883.45001698,1.51062911605809
Cuddapah,1976,656.8209928,-0.204976281263128
Cuddapah,1977,704.26899308,0.132947477475914
Cuddapah,1978,744.3989879,0.427415171499578
Cuddapah,1979,760.085995899,0.54470595224405
Cuddapah,1980,509.7419982001,-1.18374828649601
Cuddapah,1981,701.44899801,0.112554752252178
Cuddapah,1982,584.269000001,-0.700602188261971
Cuddapah,1983,970.854999,2.24280508433765
Cuddapah,1984,500.4939978,-1.24189921704572
Cuddapah,1985,625.258998,-0.423692520566886
Cuddapah,1986,640.3939808,-0.319411806111155
Cuddapah,1987,570.701996,-0.790494873702081
Cuddapah,1988,795.6400021,0.815124104043699
Cuddapah,1989,712.984972099,0.196225051798248
Cuddapah,1990,731.4219892,0.331316528688417
Cuddapah,1991,672.0899931,-0.097432423608891
Cuddapah,1992,533.78499592,-1.0307164308498
Cuddapah,1993,712.8100008,0.194951075621208
Cuddapah,1994,674.43701051,-0.0808009311346147
Cuddapah,1995,903.9899849,1.67907565672468
Cuddapah,1996,885.20499898,1.52493553820605
Cuddapah,1997,744.3089918,0.426745829309734
Cuddapah,1998,835.165996,1.12328715353962
Cuddapah,1999,617.7890039,-0.474754914147207
Cuddapah,2000,734.224,0.351995219098545
Cuddapah,2001,628.01699982,-0.404771973922336
Cuddapah,2002,570.203992,-0.793778016680317
Cuddapah,2003,3.0109999,-3.82582516613572
East Godavari,1946,968.89800199,-0.451881770338195
East Godavari,1947,1165.67000943,0.550524300899977
East Godavari,1948,888.9780039,-0.82577851240468
East Godavari,1949,1214.73198988,0.819094093927861
East Godavari,1950,937.73301957,-0.599921352050603
East Godavari,1951,1076.416990004,0.0811880085798218
East Godavari,1952,877.03498701,-0.880045920979778
East Godavari,1953,977.9190092,-0.408492030948496
East Godavari,1954,1086.1409898242,0.13112861052617
East Godavari,1955,1128.3940231,0.35150963417254
East Godavari,1956,1297.79402902,1.29118834215129
East Godavari,1957,874.1710213,-0.892997832854076
East Godavari,1958,1278.084010893,1.17716659201788
